Position,Artist Name,Song Name,Days Song Released,Top 10 (xTimes),Peak Position,Number of times in Peak Position,Peak Streams,Total Streams,Total of all streams,Percentage of Total streams,,,
9020,Lil Skies ,Through The Motions,1,0,168,0,288800,288800,2.02936E+11,0.000142311,,,
9021,Solange ,Binz,1,0,169,0,288738,288738,2.02936E+11,0.00014228,,,
9022,Lil Baby ,Please,1,0,117,0,288716,288716,2.02936E+11,0.00014227,,,
9023,Eminem ,Discombobulated,1,0,175,0,288430,288430,2.02936E+11,0.000142129,,,
9024,Marshmello ,Crusade,1,0,151,0,288377,288377,2.02936E+11,0.000142102,,,
9025,DJ Snake ,Fuego,1,0,146,0,288302,288302,2.02936E+11,0.000142066,,,
9026,AJR ,I Won't,1,0,131,0,288229,288229,2.02936E+11,0.00014203,,,
9027,Miley Cyrus ,I Would Die For You,1,0,102,0,288185,288185,2.02936E+11,0.000142008,,,
9028,Joji ,R.I.P.,1,0,141,0,288063,288063,2.02936E+11,0.000141948,,,
9029,Joshua Bassett ,Set Me Free,1,0,163,0,287977,287977,2.02936E+11,0.000141905,,,
9030,Daddy Yankee ,PASATIEMPO,1,0,137,0,287818,287818,2.02936E+11,0.000141827,,,
9031,Charli XCX ,New Shapes,1,0,110,0,287803,287803,2.02936E+11,0.00014182,,,
9032,Fitz and The Tantrums ,HandClap,2,0,125,0,158463,287623,2.02936E+11,0.000141731,,,
9033,Bon Iver ,Faith,1,0,135,0,287610,287610,2.02936E+11,0.000141725,,,
9034,Pusha T ,Open Air,1,0,125,0,287601,287601,2.02936E+11,0.00014172,,,
9035,ILLENIUM ,Heavenly Side,1,0,124,0,287573,287573,2.02936E+11,0.000141706,,,
9036,Polo G ,No Matter What,1,0,133,0,287572,287572,2.02936E+11,0.000141706,,,
9037,Yeat ,Still countin,1,0,129,0,287530,287530,2.02936E+11,0.000141685,,,
9038,2Pac ,Keep Ya Head Up,1,0,86,0,287474,287474,2.02936E+11,0.000141657,,,
9039,Madvillain ,All Caps,1,0,104,0,287457,287457,2.02936E+11,0.000141649,,,
9040,Lil Yachty ,FWM,1,0,130,0,287350,287350,2.02936E+11,0.000141596,,,
9041,Machine Gun Kelly ,kevin and barracuda  interlude,1,0,136,0,287340,287340,2.02936E+11,0.000141591,,,
9042,Meek Mill ,Outside (100 MPH),1,0,106,0,287321,287321,2.02936E+11,0.000141582,,,
9043,Young Thug ,Diamonds,1,0,181,0,287266,287266,2.02936E+11,0.000141555,,,
9044,G,Eazy  Bone Marrow,2,0,168,0,147815,287192,2.02936E+11,0.000141519,,,
9045,Hozier ,NFWMB,1,0,134,0,287181,287181,2.02936E+11,0.000141513,,,
9046,Zach Bryan ,Cold Damn Vampires,1,0,165,0,287017,287017,2.02936E+11,0.000141432,,,
9047,Ed Sheeran ,Love In Slow Motion,1,0,103,0,286973,286973,2.02936E+11,0.000141411,,,
9048,Zach Bryan ,Younger Years,1,0,166,0,286830,286830,2.02936E+11,0.00014134,,,
9049,Kontra K ,Big Bad Wolf,1,0,94,0,286827,286827,2.02936E+11,0.000141339,,,
9050,Myke Towers ,Oh Na Na,1,0,104,0,286760,286760,2.02936E+11,0.000141306,,,
9051,NAV ,Time Piece,1,0,145,0,286702,286702,2.02936E+11,0.000141277,,,
9052,Future ,Kno The Meaning,4,0,177,0,79913,286577,2.02936E+11,0.000141215,,,
9053,Marshmello ,Shockwave,1,0,146,0,286426,286426,2.02936E+11,0.000141141,,,
9054,YoungBoy Never Broke Again ,I10 Baby,1,0,102,0,286404,286404,2.02936E+11,0.00014113,,,
9055,Gucci Mane ,Gucci Please,2,0,136,0,163305,286364,2.02936E+11,0.000141111,,,
9056,P!nk ,For Now,1,0,101,0,286154,286154,2.02936E+11,0.000141007,,,
9057,Kehlani ,everything,1,0,134,0,286041,286041,2.02936E+11,0.000140951,,,
9058,ZAYN ,BLUE,2,0,117,0,167516,286039,2.02936E+11,0.00014095,,,
9059,Stunna 4 Vegas ,DO DAT,1,0,187,0,286019,286019,2.02936E+11,0.000140941,,,
9060,Zee Avi ,Frosty The Snowman,3,0,84,0,124797,285795,2.02936E+11,0.00014083,,,
9061,Vince Guaraldi Trio ,Greensleeves,1,0,191,0,285788,285788,2.02936E+11,0.000140827,,,
9062,$uicideboy$ ,I Wanna Be Romanticized,1,0,191,0,285741,285741,2.02936E+11,0.000140804,,,
9063,The Weeknd ,The Morning,2,0,179,0,148050,285728,2.02936E+11,0.000140797,,,
9064,Ed Sheeran ,Stop The Rain,1,0,105,0,285712,285712,2.02936E+11,0.000140789,,,
9065,Kacey Musgraves ,there is a light,1,0,149,0,285632,285632,2.02936E+11,0.00014075,,,
9066,Trippie Redd ,I Got You (ft. Busta Rhymes),1,0,114,0,285405,285405,2.02936E+11,0.000140638,,,
9067,Sia ,Floating Through Space,1,0,106,0,285205,285205,2.02936E+11,0.000140539,,,
9068,Demi Lovato ,Ruin The Friendship,1,0,105,0,285168,285168,2.02936E+11,0.000140521,,,
9069,Bring Me The Horizon ,DiE4u,1,0,130,0,285054,285054,2.02936E+11,0.000140465,,,
9070,Logic ,Inside,1,0,117,0,285008,285008,2.02936E+11,0.000140442,,,
9071,6LACK ,Float,1,0,113,0,284863,284863,2.02936E+11,0.000140371,,,
9072,Sam Hunt ,Young Once,1,0,123,0,284828,284828,2.02936E+11,0.000140354,,,
9073,The 1975 ,Jesus Christ 2005 God Bless America,1,0,124,0,284804,284804,2.02936E+11,0.000140342,,,
9074,Galantis ,In My Head,3,0,122,0,103533,284786,2.02936E+11,0.000140333,,,
9075,BROCKHAMPTON ,DEARLY DEPARTED,1,0,139,0,284690,284690,2.02936E+11,0.000140286,,,
9076,YoungBoy Never Broke Again ,Rough Ryder,1,0,104,0,284557,284557,2.02936E+11,0.00014022,,,
9077,Roddy Ricch ,Moonwalkin,1,0,181,0,284555,284555,2.02936E+11,0.000140219,,,
9078,YoungBoy Never Broke Again ,I Can't Take It Back,1,0,126,0,284501,284501,2.02936E+11,0.000140192,,,
9079,Porter Robinson ,Get Your Wish,1,0,142,0,284429,284429,2.02936E+11,0.000140157,,,
9080,ILLENIUM ,Paper Thin,1,0,113,0,284291,284291,2.02936E+11,0.000140089,,,
9081,Young Thug ,Future Swag,2,0,159,0,153982,284228,2.02936E+11,0.000140058,,,
9082,D'Angelo ,1000 Deaths,3,0,81,0,106005,284073,2.02936E+11,0.000139982,,,
9083,Supreme Cartel Fye ,Ocean Wavy,1,0,100,0,283954,283954,2.02936E+11,0.000139923,,,
9084,PARTYNEXTDOOR ,TOUCH ME,1,0,144,0,283936,283936,2.02936E+11,0.000139914,,,
9085,Earl Sweatshirt ,The Bends,1,0,192,0,283928,283928,2.02936E+11,0.00013991,,,
9086,Mitski ,Heat Lightning,1,0,115,0,283890,283890,2.02936E+11,0.000139891,,,
9087,Sia ,Elastic Heart,4,0,158,0,81820,283859,2.02936E+11,0.000139876,,,
9088,Don Toliver ,Spaceship,1,0,165,0,283829,283829,2.02936E+11,0.000139861,,,
9089,XXXTENTACION ,Off the Wall!,1,0,139,0,283645,283645,2.02936E+11,0.000139771,,,
9090,Lil Skies ,Mansion,1,0,175,0,283484,283484,2.02936E+11,0.000139691,,,
9091,Lovejoy ,Concrete,1,0,128,0,283405,283405,2.02936E+11,0.000139652,,,
9092,Machine Gun Kelly ,9 lives,1,0,153,0,283402,283402,2.02936E+11,0.000139651,,,
9093,Dwayne Johnson ,You're Welcome,2,0,176,0,143650,283391,2.02936E+11,0.000139646,,,
9094,Khalid ,Satellite,1,0,133,0,283114,283114,2.02936E+11,0.000139509,,,
9095,David Bowie ,Dollar Days,2,0,87,0,162806,283068,2.02936E+11,0.000139486,,,
9096,Lady Gaga ,Grigio Girls,2,0,154,0,151771,283025,2.02936E+11,0.000139465,,,
9097,Roddy Ricch ,crash the party,1,0,165,0,282935,282935,2.02936E+11,0.000139421,,,
9098,Why Don't We ,Feliz Navidad  Recorded at Spotify Studios NYC,1,0,194,0,282913,282913,2.02936E+11,0.00013941,,,
9099,Lizzo ,The Sign,1,0,123,0,282839,282839,2.02936E+11,0.000139374,,,
9100,DaBaby ,WIG,1,0,167,0,282760,282760,2.02936E+11,0.000139335,,,
9101,The Killers ,Blowback,1,0,121,0,282749,282749,2.02936E+11,0.000139329,,,
9102,Lil Durk ,Die Slow,1,0,130,0,282640,282640,2.02936E+11,0.000139275,,,
9103,The Weeknd ,Heartless  Vapor Wave Remix,1,0,124,0,282594,282594,2.02936E+11,0.000139253,,,
9104,H.E.R. ,Damage,1,0,115,0,282376,282376,2.02936E+11,0.000139145,,,
9105,Nick Jonas ,2Drunk,1,0,118,0,282135,282135,2.02936E+11,0.000139027,,,
9106,Eslabon Armado ,¿Donde Has Estado?,1,0,125,0,282014,282014,2.02936E+11,0.000138967,,,
9107,PARTYNEXTDOOR ,SHOWING YOU,1,0,146,0,282003,282003,2.02936E+11,0.000138962,,,
9108,Halsey ,Darling,1,0,113,0,281963,281963,2.02936E+11,0.000138942,,,
9109,LANY ,you!,1,0,130,0,281797,281797,2.02936E+11,0.00013886,,,
9110,Drake ,Ignant Shit,1,0,160,0,281771,281771,2.02936E+11,0.000138847,,,
9111,Avicii ,Talk To Myself,2,0,66,0,194572,281743,2.02936E+11,0.000138833,,,
9112,Lil Yachty ,Better,1,0,116,0,281721,281721,2.02936E+11,0.000138823,,,
9113,Pentatonix ,Hark! The Herald Angels Sing,4,0,141,0,82229,281689,2.02936E+11,0.000138807,,,
9114,Marshmello ,You & Me,1,0,111,0,281661,281661,2.02936E+11,0.000138793,,,
9115,The Lumineers ,ROLLERCOASTER,1,0,137,0,281485,281485,2.02936E+11,0.000138706,,,
9116,Summer Walker ,White Tee,1,0,128,0,281433,281433,2.02936E+11,0.000138681,,,
9117,Lovejoy ,Model Buses,1,0,131,0,281400,281400,2.02936E+11,0.000138664,,,
9118,Ty Dolla $ign ,Track 6,1,0,116,0,281367,281367,2.02936E+11,0.000138648,,,
9119,j,hope  STOP,1,0,125,0,281297,281297,2.02936E+11,0.000138614,,,
9120,Ski Mask The Slump God ,Fire Hazard,1,0,139,0,281288,281288,2.02936E+11,0.000138609,,,
9121,Chris Brown ,Overtime,1,0,142,0,281254,281254,2.02936E+11,0.000138592,,,
9122,OneRepublic ,Didn't I,1,0,168,0,281198,281198,2.02936E+11,0.000138565,,,
9123,Earl Sweatshirt ,2010,1,0,138,0,281165,281165,2.02936E+11,0.000138549,,,
9124,Juice WRLD ,Long Gone,1,0,174,0,281147,281147,2.02936E+11,0.00013854,,,
9125,Linkin Park ,Nobody Can Save Me,1,0,120,0,281088,281088,2.02936E+11,0.000138511,,,
9126,Kane Brown ,Worship You,1,0,132,0,281088,281088,2.02936E+11,0.000138511,,,
9127,Zach Bryan ,Open the Gate,1,0,172,0,281067,281067,2.02936E+11,0.0001385,,,
9128,6ix9ine ,DOOWEE,1,0,115,0,281053,281053,2.02936E+11,0.000138493,,,
9129,Lil Yachty ,Pardon Me (Lil Yachty feat. Future & Mike WiLL MadeIt),1,0,124,0,280927,280927,2.02936E+11,0.000138431,,,
9130,Jesy Nelson ,Boyz,1,0,117,0,280904,280904,2.02936E+11,0.00013842,,,
9131,Jhené Aiko ,Summer 2020  interlude,1,0,199,0,280859,280859,2.02936E+11,0.000138398,,,
9132,A Boogie Wit da Hoodie ,Streets Don't Love You,1,0,197,0,280828,280828,2.02936E+11,0.000138383,,,
9133,Trippie Redd ,Pegasus,1,0,140,0,280771,280771,2.02936E+11,0.000138354,,,
9134,Freddie Gibbs ,Gang Signs,1,0,111,0,280739,280739,2.02936E+11,0.000138339,,,
9135,Polo G ,Relentless,1,0,138,0,280690,280690,2.02936E+11,0.000138315,,,
9136,OneRepublic ,Someday,1,0,114,0,280636,280636,2.02936E+11,0.000138288,,,
9137,YoungBoy Never Broke Again ,Hold Your Own,1,0,131,0,280627,280627,2.02936E+11,0.000138284,,,
9138,Rex Orange County ,Always,1,0,152,0,280586,280586,2.02936E+11,0.000138263,,,
9139,ABBA ,Gimme! Gimme! Gimme! (A Man After Midnight),1,0,154,0,280584,280584,2.02936E+11,0.000138262,,,
9140,5 Seconds of Summer ,2011,1,0,174,0,280583,280583,2.02936E+11,0.000138262,,,
9141,Rod Wave ,OMDB,1,0,139,0,280571,280571,2.02936E+11,0.000138256,,,
9142,YoungBoy Never Broke Again ,Shadows,1,0,108,0,280555,280555,2.02936E+11,0.000138248,,,
9143,Gunna ,On A Mountain,1,0,175,0,280539,280539,2.02936E+11,0.00013824,,,
9144,Kodak Black ,Malcolm X.X.X.,1,0,177,0,280529,280529,2.02936E+11,0.000138235,,,
9145,Lil Pump ,Fasho Fasho,1,0,177,0,280466,280466,2.02936E+11,0.000138204,,,
9146,Migos ,Time For Me,1,0,151,0,280436,280436,2.02936E+11,0.000138189,,,
9147,J Balvin ,Cuando Tú Quieras,1,0,168,0,280393,280393,2.02936E+11,0.000138168,,,
9148,Flume ,Rushing Back,1,0,144,0,280250,280250,2.02936E+11,0.000138098,,,
9149,The Rolling Stones ,Sympathy For The Devil  50th Anniversary Edition,1,0,141,0,280233,280233,2.02936E+11,0.000138089,,,
9150,Rich Brian ,Amen,1,0,116,0,280226,280226,2.02936E+11,0.000138086,,,
9151,Tory Lanez ,Pa Mi,1,0,129,0,280217,280217,2.02936E+11,0.000138081,,,
9152,G,Eazy  Nothing Wrong,1,0,82,0,280177,280177,2.02936E+11,0.000138062,,,
9153,Summer Walker ,Like It,1,0,144,0,280131,280131,2.02936E+11,0.000138039,,,
9154,220 KID ,Stupid Feelings,1,0,115,0,279928,279928,2.02936E+11,0.000137939,,,
9155,Young Thug ,Audemar,1,0,144,0,279859,279859,2.02936E+11,0.000137905,,,
9156,Taylor Swift ,"Carolina  ""Where The Crawdads Sing""  Video Edition",1,0,159,0,279727,279727,2.02936E+11,0.00013784,,,
9157,Mr Eazi ,Oh My Gawd,1,0,119,0,279712,279712,2.02936E+11,0.000137833,,,
9158,Alessia Cara ,Trust My Lonely,1,0,163,0,279603,279603,2.02936E+11,0.000137779,,,
9159,DJ Khaled ,Thank You,1,0,156,0,279453,279453,2.02936E+11,0.000137705,,,
9160,$uicideboy$ ,Nicotine Patches,1,0,140,0,279299,279299,2.02936E+11,0.000137629,,,
9161,5 Seconds of Summer ,Castaway,3,0,158,0,97072,279288,2.02936E+11,0.000137624,,,
9162,Lil Durk ,Shootout @ My Crib,1,0,136,0,279276,279276,2.02936E+11,0.000137618,,,
9163,Chris Brown ,Bitches N Marijuana,4,0,173,0,72177,279208,2.02936E+11,0.000137584,,,
9164,Logic ,Intro,1,0,112,0,279208,279208,2.02936E+11,0.000137584,,,
9165,Martin Garrix ,Pressure,1,0,115,0,279177,279177,2.02936E+11,0.000137569,,,
9166,Russ ,Paranoid,1,0,165,0,279044,279044,2.02936E+11,0.000137503,,,
9167,A Boogie Wit da Hoodie ,Ballin,1,0,171,0,278990,278990,2.02936E+11,0.000137477,,,
9168,Megan Thee Stallion ,Intercourse,1,0,132,0,278934,278934,2.02936E+11,0.000137449,,,
9169,Jon Bellion ,JT,1,0,147,0,278914,278914,2.02936E+11,0.000137439,,,
9170,Zedd ,Inside Out,1,0,118,0,278885,278885,2.02936E+11,0.000137425,,,
9171,The Lumineers ,Left For Denver,1,0,135,0,278867,278867,2.02936E+11,0.000137416,,,
9172,Quavo ,Us vs. Them,1,0,142,0,278818,278818,2.02936E+11,0.000137392,,,
9173,TOOL ,Sober,1,0,137,0,278797,278797,2.02936E+11,0.000137382,,,
9174,Don Toliver ,Company Pt 2,1,0,122,0,278713,278713,2.02936E+11,0.00013734,,,
9175,BTS ,Butter (Instrumental),1,0,144,0,278673,278673,2.02936E+11,0.000137321,,,
9176,Troye Sivan ,Plum,1,0,141,0,278650,278650,2.02936E+11,0.000137309,,,
9177,Prince ,A Case of You,2,0,131,0,162492,278632,2.02936E+11,0.0001373,,,
9178,Mariah Carey ,Santa Claus Is Comin' to Town,3,0,148,0,127786,278500,2.02936E+11,0.000137235,,,
9179,Lil Yachty ,POP OUT,1,0,136,0,278338,278338,2.02936E+11,0.000137156,,,
9180,The Lumineers ,In The Light,2,0,127,0,149647,278325,2.02936E+11,0.000137149,,,
9181,NAV ,Count on Me (Intro),1,0,140,0,278324,278324,2.02936E+11,0.000137149,,,
9182,Florence + The Machine ,King,1,0,123,0,278293,278293,2.02936E+11,0.000137133,,,
9183,TOOL ,Forty Six & 2,1,0,140,0,278194,278194,2.02936E+11,0.000137085,,,
9184,Roddy Ricch ,Perfect Time,1,0,192,0,278186,278186,2.02936E+11,0.000137081,,,
9185,Daniel Caesar ,OPEN UP,1,0,147,0,278167,278167,2.02936E+11,0.000137071,,,
9186,Rex Orange County ,THREAT,1,0,137,0,278141,278141,2.02936E+11,0.000137059,,,
9187,Agust D ,People,1,0,135,0,278115,278115,2.02936E+11,0.000137046,,,
9188,Lil Baby ,Low Down,1,0,132,0,277833,277833,2.02936E+11,0.000136907,,,
9189,Daddy Yankee ,RUMBATÓN,1,0,151,0,277811,277811,2.02936E+11,0.000136896,,,
9190,Chelsea Cutler ,please,1,0,150,0,277738,277738,2.02936E+11,0.00013686,,,
9191,Jon Bellion ,I FEEL IT,1,0,134,0,277738,277738,2.02936E+11,0.00013686,,,
9192,SoMo ,Bad Chick,3,0,159,0,96947,277675,2.02936E+11,0.000136829,,,
9193,Mac Miller ,What Do You Do,1,0,133,0,277604,277604,2.02936E+11,0.000136794,,,
9194,Roddy Ricch ,Ghetto Superstar,1,0,142,0,277584,277584,2.02936E+11,0.000136784,,,
9195,Arctic Monkeys ,Golden Trunks,1,0,152,0,277533,277533,2.02936E+11,0.000136759,,,
9196,YoungBoy Never Broke Again ,Dead Trollz,1,0,121,0,277479,277479,2.02936E+11,0.000136732,,,
9197,Baby Keem ,booman,1,0,153,0,277346,277346,2.02936E+11,0.000136667,,,
9198,Troye Sivan ,Seventeen,1,0,142,0,277322,277322,2.02936E+11,0.000136655,,,
9199,Lil Durk ,Headtaps,1,0,139,0,277312,277312,2.02936E+11,0.00013665,,,
9200,Young Thug ,Best Friends,3,0,157,0,101579,277240,2.02936E+11,0.000136615,,,
9201,H.E.R. ,I Can't Breathe,1,0,124,0,277213,277213,2.02936E+11,0.000136601,,,
9202,Offset ,Underrated,1,0,182,0,277193,277193,2.02936E+11,0.000136591,,,
9203,NAV ,Just Happened,1,0,146,0,277088,277088,2.02936E+11,0.00013654,,,
9204,6ix9ine ,TUTU,1,0,153,0,277087,277087,2.02936E+11,0.000136539,,,
9205,Ellie Goulding ,Flux,1,0,182,0,277084,277084,2.02936E+11,0.000136538,,,
9206,XXXTENTACION ,Hi Wendy!,1,0,147,0,277054,277054,2.02936E+11,0.000136523,,,
9207,BROCKHAMPTON ,WINDOWS,1,0,148,0,277029,277029,2.02936E+11,0.000136511,,,
9208,The Band CAMINO ,Crying Over You,1,0,134,0,276796,276796,2.02936E+11,0.000136396,,,
9209,Hozier ,To Noise Making (Sing),1,0,183,0,276677,276677,2.02936E+11,0.000136337,,,
9210,Lil Mosey ,So Fast,1,0,158,0,276659,276659,2.02936E+11,0.000136328,,,
9211,j,hope  Safety Zone,1,0,133,0,276602,276602,2.02936E+11,0.0001363,,,
9212,Maren Morris ,Better Than We Found It,1,0,149,0,276503,276503,2.02936E+11,0.000136251,,,
9213,Aminé ,Roots,1,0,140,0,276392,276392,2.02936E+11,0.000136197,,,
9214,Joey Bada$$ ,Cruise Control,1,0,126,0,276388,276388,2.02936E+11,0.000136195,,,
9215,Christina Aguilera ,Accelerate,1,0,147,0,276346,276346,2.02936E+11,0.000136174,,,
9216,Kygo ,Never Really Loved Me,1,0,124,0,276294,276294,2.02936E+11,0.000136148,,,
9217,Future ,Ain't Coming Back,1,0,164,0,276274,276274,2.02936E+11,0.000136139,,,
9218,Nick Jonas ,Champagne Problems,2,0,125,0,165515,276251,2.02936E+11,0.000136127,,,
9219,Carnage ,Wait For Me,1,0,149,0,276225,276225,2.02936E+11,0.000136114,,,
9220,NAV ,Last of the Mohicans,1,0,144,0,276161,276161,2.02936E+11,0.000136083,,,
9221,Gryffin ,Safe With Me,1,0,138,0,276095,276095,2.02936E+11,0.00013605,,,
9222,Mac Miller ,Party On Fifth Ave.,1,0,126,0,276093,276093,2.02936E+11,0.000136049,,,
9223,The Killers ,The Man,1,0,104,0,276063,276063,2.02936E+11,0.000136035,,,
9224,Ty Dolla $ign ,Lil Favorite,1,0,106,0,276024,276024,2.02936E+11,0.000136015,,,
9225,Rusted Root ,Send Me On My Way,1,0,149,0,275917,275917,2.02936E+11,0.000135963,,,
9226,Moneybagg Yo ,Rocky Road,1,0,187,0,275886,275886,2.02936E+11,0.000135947,,,
9227,Clairo ,Amoeba,1,0,139,0,275827,275827,2.02936E+11,0.000135918,,,
9228,Kristin Chenoweth ,Why Couldn't It Be Christmas Every Day?,1,0,195,0,275770,275770,2.02936E+11,0.00013589,,,
9229,ZAYN ,BRIGHT,2,0,125,0,160589,275673,2.02936E+11,0.000135842,,,
9230,XXXTENTACION ,ATTENTION!,1,0,199,0,275638,275638,2.02936E+11,0.000135825,,,
9231,Rod Wave ,Rockstar Heart,1,0,141,0,275572,275572,2.02936E+11,0.000135793,,,
9232,ODESZA ,Line Of Sight,1,0,120,0,275570,275570,2.02936E+11,0.000135792,,,
9233,DJ Khaled ,THIS IS MY YEAR,1,0,122,0,275522,275522,2.02936E+11,0.000135768,,,
9234,Ty Dolla $ign ,My Friends,1,0,148,0,275409,275409,2.02936E+11,0.000135712,,,
9235,Charlie Puth ,Girlfriend,1,0,121,0,275401,275401,2.02936E+11,0.000135708,,,
9236,Avicii ,Silhouettes  Original Radio Edit,1,0,137,0,275372,275372,2.02936E+11,0.000135694,,,
9237,Bon Iver ,____45_____,2,0,184,0,143506,275365,2.02936E+11,0.000135691,,,
9238,Eslabon Armado ,SOLO,1,0,182,0,275329,275329,2.02936E+11,0.000135673,,,
9239,TOOL ,Chocolate Chip Trip,1,0,166,0,275183,275183,2.02936E+11,0.000135601,,,
9240,YoungBoy Never Broke Again ,Nawfside,1,0,114,0,275172,275172,2.02936E+11,0.000135595,,,
9241,j,hope  What if…,1,0,137,0,275137,275137,2.02936E+11,0.000135578,,,
9242,James Blake ,Coming Back,1,0,124,0,275130,275130,2.02936E+11,0.000135575,,,
9243,PnB Rock ,Fuck Up The City,1,0,152,0,275125,275125,2.02936E+11,0.000135572,,,
9244,NF ,Time  Extended,1,0,164,0,275112,275112,2.02936E+11,0.000135566,,,
9245,Lovejoy ,It's All Futile! It's All Pointless!,1,0,139,0,275043,275043,2.02936E+11,0.000135532,,,
9246,SZA ,Jodie,1,0,164,0,275028,275028,2.02936E+11,0.000135525,,,
9247,Wiz Khalifa ,Rain,1,0,155,0,274868,274868,2.02936E+11,0.000135446,,,
9248,Kodak Black ,Feelin' Peachy,1,0,156,0,274833,274833,2.02936E+11,0.000135428,,,
9249,A Boogie Wit da Hoodie ,4 Min Convo (Favorite Song),1,0,199,0,274818,274818,2.02936E+11,0.000135421,,,
9250,Rick Ross ,Nobody's Favorite,1,0,135,0,274748,274748,2.02936E+11,0.000135387,,,
9251,Michael Bublé ,Ave Maria,3,0,123,0,114395,274635,2.02936E+11,0.000135331,,,
9252,Linkin Park ,A Place For My Head,1,0,122,0,274600,274600,2.02936E+11,0.000135314,,,
9253,Alicia Keys ,If I Ain't Got You,1,0,151,0,274538,274538,2.02936E+11,0.000135283,,,
9254,YoungBoy Never Broke Again ,Okay,1,0,178,0,274377,274377,2.02936E+11,0.000135204,,,
9255,Chris Stapleton ,Whiskey And You,2,0,73,0,154250,274363,2.02936E+11,0.000135197,,,
9256,Zara Larsson ,All the Time,1,0,145,0,274164,274164,2.02936E+11,0.000135099,,,
9257,Miley Cyrus ,Nothing Else Matters,1,0,144,0,274147,274147,2.02936E+11,0.00013509,,,
9258,Denzel Curry ,Walkin,1,0,158,0,274054,274054,2.02936E+11,0.000135045,,,
9259,Oliver Tree ,Cowboys Don’t Cry,1,0,149,0,273954,273954,2.02936E+11,0.000134995,,,
9260,Bon Iver ,00000 Million,2,0,178,0,140781,273922,2.02936E+11,0.00013498,,,
9261,Chance the Rapper ,Town On The Hill,1,0,141,0,273905,273905,2.02936E+11,0.000134971,,,
9262,Gunna ,Out The Hood,1,0,184,0,273816,273816,2.02936E+11,0.000134927,,,
9263,BROCKHAMPTON ,BOOGIE,1,0,136,0,273795,273795,2.02936E+11,0.000134917,,,
9264,Don Toliver ,Candy,1,0,179,0,273738,273738,2.02936E+11,0.000134889,,,
9265,Linkin Park ,Talking to Myself,1,0,123,0,273720,273720,2.02936E+11,0.00013488,,,
9266,ILLENIUM ,Wouldn’t Change A Thing,1,0,142,0,273647,273647,2.02936E+11,0.000134844,,,
9267,Wiz Khalifa ,Bootsy Bellows,1,0,156,0,273414,273414,2.02936E+11,0.000134729,,,
9268,Netsky ,I Don’t Even Know You Anymore,1,0,165,0,273404,273404,2.02936E+11,0.000134724,,,
9269,Vampire Weekend ,Bambina,1,0,155,0,273187,273187,2.02936E+11,0.000134617,,,
9270,YG ,Hard Bottoms & White Socks,1,0,162,0,273183,273183,2.02936E+11,0.000134615,,,
9271,Bon Iver ,AUATC,1,0,142,0,273182,273182,2.02936E+11,0.000134615,,,
9272,Dominic Fike ,Vampire,1,0,138,0,273134,273134,2.02936E+11,0.000134591,,,
9273,Florida Georgia Line ,Beer:30,1,0,141,0,273114,273114,2.02936E+11,0.000134581,,,
9274,Young Thug ,Oh Yeah,1,0,152,0,273080,273080,2.02936E+11,0.000134565,,,
9275,Playboi Carti ,FlatBed Freestyle,1,0,158,0,273064,273064,2.02936E+11,0.000134557,,,
9276,Vicente Fernández ,Hermoso Cariño,1,0,147,0,272865,272865,2.02936E+11,0.000134459,,,
9277,6LACK ,Long Nights,1,0,123,0,272656,272656,2.02936E+11,0.000134356,,,
9278,Wiz Khalifa ,Alright,1,0,153,0,272558,272558,2.02936E+11,0.000134307,,,
9279,JID ,Kody Blu 31,1,0,161,0,272472,272472,2.02936E+11,0.000134265,,,
9280,The Chainsmokers ,Riptide,1,0,154,0,272442,272442,2.02936E+11,0.00013425,,,
9281,BROCKHAMPTON ,SAN MARCOS,1,0,147,0,272430,272430,2.02936E+11,0.000134244,,,
9282,Bastille ,Joy,1,0,156,0,272384,272384,2.02936E+11,0.000134222,,,
9283,Asuking ,Am Sorry,1,0,96,0,272384,272384,2.02936E+11,0.000134222,,,
9284,A$AP Rocky ,Peso,1,0,124,0,272292,272292,2.02936E+11,0.000134176,,,
9285,BROCKHAMPTON ,TONYA,1,0,148,0,272280,272280,2.02936E+11,0.00013417,,,
9286,Clairo ,Softly,1,0,148,0,272166,272166,2.02936E+11,0.000134114,,,
9287,PARTYNEXTDOOR ,LOYAL,1,0,152,0,272104,272104,2.02936E+11,0.000134084,,,
9288,Louis Tomlinson ,Miss You,1,0,111,0,272073,272073,2.02936E+11,0.000134068,,,
9289,Mitchell Tenpenny ,We Got History,1,0,162,0,272022,272022,2.02936E+11,0.000134043,,,
9290,Katy Perry ,Pendulum,1,0,95,0,272014,272014,2.02936E+11,0.000134039,,,
9291,Giveon ,Scarred,1,0,166,0,271943,271943,2.02936E+11,0.000134004,,,
9292,KJoke ,Yeah I Made It,1,0,128,0,271892,271892,2.02936E+11,0.000133979,,,
9293,Gorillaz ,Kansas,1,0,144,0,271787,271787,2.02936E+11,0.000133927,,,
9294,Killer Mike ,Don't Die,1,0,100,0,271763,271763,2.02936E+11,0.000133916,,,
9295,5 Seconds of Summer ,Vapor,3,0,172,0,96291,271741,2.02936E+11,0.000133905,,,
9296,Mac Miller ,Therapy,1,0,146,0,271600,271600,2.02936E+11,0.000133835,,,
9297,Justin Bieber ,Christmas Eve,3,0,165,0,124908,271565,2.02936E+11,0.000133818,,,
